Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.08,6531.22,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.08,6513.64,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.06,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.06,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.06,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.09,6500.94,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,26,93,4100.0,4100.000512,"0.23103726530612245, 0.231665306122449, 81.19198816326531, 0.23126504081632657, 1.7755456326530612, 1.779464469387755, 0.23144273469387752",6,6
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,2,88,64.0,64.0,"12.612880081632653, 12.600134775510204, 11.73407869387755, 12.622520510204081, 12.628289122448981, 11.755331530612244, 11.719173897959186",6,6
0.18,0.08,6500.94,16,16,1048576,25.6,128,64,12,7,4096.0,0.0,"10.1868103877551, 12.85016518367347, 12.88173226530612, 12.85771693877551, 12.017316224489795, 12.019822999999999, 12.858844612244898",2,2
0.0,0.07,5.0,512,17,1024,0.01,5,4,26,93,4100.0,4100.000512,"0.0073409387755102055, 0.008785285714285712, 0.008996122448979588, 0.008568265306122449, 0.012596285714285714, 0.014853979591836734, 0.008597571428571428",0,0
0.0,0.07,5.0,512,17,1024,0.01,5,4,2,88,64.0,64.0,"0.009895632653061225, 0.010260591836734695, 0.00988030612244898, 0.009903081632653063, 0.010010510204081634, 0.009849734693877552, 0.009938591836734694",4,4
0.0,0.07,5.0,512,17,1024,0.01,5,4,12,7,4096.0,0.0,"0.004945000000000001, 0.006416265306122449, 0.02771371428571429, 0.006303816326530613, 0.007320591836734692, 0.010768367346938774, 0.006270693877551022",0,0
0.0,0.03,1.73,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.03,1.73,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,2
0.0,0.03,1.73,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,2
0.0,0.06,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.03,1.73,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.03,1.73,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,2
0.0,0.03,1.73,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,2
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,1.42,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,1.42,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,2
0.0,0.02,1.42,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,2
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.03,1.27,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.03,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.03,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,1.27,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,1.27,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,1.27,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.06,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,1.01,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,1.01,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,1.01,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.06,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.06,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,2,9,4.0,4.0,"0.005711469387755102, 0.004949734693877551, 0.0022402040816326533, 0.003651979591836735, 0.006577755102040817, 0.006595551020408165, 0.004980653061224491",0,0
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.00445734693877551, 0.0053768775510204085, 0.0026276938775510205, 0.003278244897959184, 0.006372755102040817, 0.007250367346938776, 0.005344061224489797",4,1
0.0,0.02,0.91,16,16,256,0.01,128,64,0,0,0.0,0.0,"0.007574999999999999, 0.004750489795918368, 0.0016802040816326534, 0.0016806122448979593, 0.006224265306122448, 0.008049510204081631, 0.004747265306122449",2,1
0.0,0.07,0.62,512,17,512,0.0,5,4,2,9,4.0,4.0,"0.016910183673469383, 0.01882502040816327, 0.024599979591836733, 0.02110344897959183, 0.013212673469387756, 0.017153530612244904, 0.01905902040816327",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.01805673469387755, 0.01836991836734694, 0.02530891836734694, 0.022604693877551017, 0.013442510204081631, 0.014919979591836737, 0.01816110204081633",0,0
0.0,0.07,0.62,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.015562020408163272, 0.019114999999999997, 0.02549667346938776, 0.02488987755102041, 0.013266591836734695, 0.012747081632653062, 0.019786612244897958",0,0
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,2.06,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,2.06,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,2.06,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.12,0.05,272.02,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,272.02,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,272.02,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.12,0.05,268.42,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,268.42,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,268.42,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,1
0.11,0.05,265.87,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
